"id","label","prediction_top","confidence_top","predictions_all","ID","Species"
"ASG00066hj","count","1","0.8919","{'1': '0.8919', '10': '0.0001', '11-50': '0.0002', '2': '0.0881', '3': '0.0138', '4': '0.0027', '5': '0.0022', '51+': '0.0000', '6': '0.0008', '7': '0.0001', '8': '0.0002', '9': '0.0000'}","16625","cheetah"
"ASG00066hj","standing","0","0.9612","{'0': '0.9612', '1': '0.0388'}","16625","cheetah"
"ASG00066hj","resting","1","0.9987","{'0': '0.0013', '1': '0.9987'}","16625","cheetah"
"ASG00066hj","moving","0","0.9552","{'0': '0.9552', '1': '0.0448'}","16625","cheetah"
"ASG00066hj","eating","0","0.9989","{'0': '0.9989', '1': '0.0011'}","16625","cheetah"
"ASG00066hj","interacting","0","0.9843","{'0': '0.9843', '1': '0.0157'}","16625","cheetah"
"ASG00066hj","babies","0","0.9799","{'0': '0.9799', '1': '0.0201'}","16625","cheetah"
"ASG0006az9","species","cheetah","0.9199","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.9199', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0005', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0002', 'guineafowl': '0.0001', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0005', 'hyenastriped': '0.0000', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0001', 'koribustard': '0.0002', 'kudu': '0.0000', 'leopard': '0.0581', 'lionfemale': '0.0010', 'lionmale': '0.0011', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0009', 'porcupine': '0.0019', 'reedbuck': '0.0000', 'reptiles': '0.0003', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0145', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0001', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0002', 'zorilla': '0.0000'}","16626","cheetah"
"ASG0006az9","count","1","0.9541","{'1': '0.9541', '10': '0.0000', '11-50': '0.0000', '2': '0.0433', '3': '0.0023', '4': '0.0002', '5': '0.0001', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","16626","cheetah"
"ASG0006az9","standing","0","0.8133","{'0': '0.8133', '1': '0.1867'}","16626","cheetah"
"ASG0006az9","resting","0","0.8660","{'0': '0.8660', '1': '0.1340'}","16626","cheetah"
"ASG0006az9","moving","1","0.5816","{'0': '0.4184', '1': '0.5816'}","16626","cheetah"
"ASG0006az9","eating","0","0.9819","{'0': '0.9819', '1': '0.0181'}","16626","cheetah"
"ASG0006az9","interacting","0","0.9935","{'0': '0.9935', '1': '0.0065'}","16626","cheetah"
"ASG0006az9","babies","0","0.9957","{'0': '0.9957', '1': '0.0043'}","16626","cheetah"
"ASG0006avy","species","cheetah","0.9665","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.9665', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0001', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0001', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0000', 'hyenastriped': '0.0000', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0000', 'koribustard': '0.0001', 'kudu': '0.0000', 'leopard': '0.0240', 'lionfemale': '0.0001', 'lionmale': '0.0000', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0001', 'porcupine': '0.0002', 'reedbuck': '0.0000', 'reptiles': '0.0001', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0086', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0000', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0002', 'zorilla': '0.0000'}","16627","cheetah"
"ASG0006avy","count","1","0.8887","{'1': '0.8887', '10': '0.0000', '11-50': '0.0000', '2': '0.0927', '3': '0.0157', '4': '0.0018', '5': '0.0008', '51+': '0.0000', '6': '0.0002', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","16627","cheetah"
"ASG0006avy","standing","0","0.7611","{'0': '0.7611', '1': '0.2389'}","16627","cheetah"
"ASG0006avy","resting","0","0.7111","{'0': '0.7111', '1': '0.2889'}","16627","cheetah"
"ASG0006avy","moving","0","0.5854","{'0': '0.5854', '1': '0.4146'}","16627","cheetah"
"ASG0006avy","eating","0","0.9859","{'0': '0.9859', '1': '0.0141'}","16627","cheetah"
"ASG0006avy","interacting","0","0.9920","{'0': '0.9920', '1': '0.0080'}","16627","cheetah"
"ASG0006avy","babies","0","0.9418","{'0': '0.9418', '1': '0.0582'}","16627","cheetah"
"ASG00066fy","species","cheetah","0.4236","{'aardvark': '0.0002', 'aardwolf': '0.0010', 'baboon': '0.0013', 'bat': '0.0000', 'batearedfox': '0.0003', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0001', 'caracal': '0.0013', 'cattle': '0.0001', 'cheetah': '0.4236', 'civet': '0.0003', 'dikdik': '0.0001', 'duiker': '0.0001', 'eland': '0.0003', 'elephant': '0.0002', 'fire': '0.0000', 'gazellegrants': '0.0023', 'gazellethomsons': '0.0013', 'genet': '0.0001', 'giraffe': '0.0003', 'guineafowl': '0.0003', 'hare': '0.0000', 'hartebeest': '0.0007', 'hippopotamus': '0.0001', 'honeybadger': '0.0002', 'human': '0.0001', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0251', 'hyenastriped': '0.0029', 'impala': '0.0001', 'insectspider': '0.0000', 'jackal': '0.0058', 'koribustard': '0.0016', 'kudu': '0.0001', 'leopard': '0.0128', 'lionfemale': '0.0350', 'lionmale': '0.0067', 'mongoose': '0.0003', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0002', 'otherbird': '0.0006', 'porcupine': '0.0002', 'reedbuck': '0.0003', 'reptiles': '0.0002', 'rhinoceros': '0.0001', 'rodents': '0.0001', 'sable': '0.0000', 'secretarybird': '0.0003', 'serval': '0.0032', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0011', 'vulture': '0.0003', 'warthog': '0.0529', 'waterbuck': '0.0001', 'wildcat': '0.0002', 'wilddog': '0.0000', 'wildebeest': '0.0031', 'zebra': '0.4121', 'zorilla': '0.0001'}","16628","cheetah"
"ASG00066fy","count","2","0.6568","{'1': '0.0530', '10': '0.0007', '11-50': '0.0029', '2': '0.6568', '3': '0.2129', '4': '0.0511', '5': '0.0126', '51+': '0.0000', '6': '0.0058', '7': '0.0020', '8': '0.0016', '9': '0.0007'}","16628","cheetah"
"ASG00066fy","standing","0","0.7458","{'0': '0.7458', '1': '0.2542'}","16628","cheetah"
"ASG00066fy","resting","0","0.9933","{'0': '0.9933', '1': '0.0067'}","16628","cheetah"
"ASG00066fy","moving","1","0.7678","{'0': '0.2322', '1': '0.7678'}","16628","cheetah"
"ASG00066fy","eating","0","0.6621","{'0': '0.6621', '1': '0.3379'}","16628","cheetah"
"ASG00066fy","interacting","0","0.9804","{'0': '0.9804', '1': '0.0196'}","16628","cheetah"
"ASG00066fy","babies","0","0.9034","{'0': '0.9034', '1': '0.0966'}","16628","cheetah"
"ASG00066hs","species","zebra","0.3519","{'aardvark': '0.0002', 'aardwolf': '0.0001', 'baboon': '0.0004', 'bat': '0.0001', 'batearedfox': '0.0003', 'buffalo': '0.0135', 'bushbuck': '0.0001', 'bushpig': '0.0001', 'caracal': '0.0002', 'cattle': '0.0002', 'cheetah': '0.0083', 'civet': '0.0001', 'dikdik': '0.0005', 'duiker': '0.0000', 'eland': '0.0281', 'elephant': '0.0153', 'fire': '0.0001', 'gazellegrants': '0.0568', 'gazellethomsons': '0.0517', 'genet': '0.0001', 'giraffe': '0.0175', 'guineafowl': '0.0381', 'hare': '0.0002', 'hartebeest': '0.0482', 'hippopotamus': '0.0011', 'honeybadger': '0.0003', 'human': '0.0271', 'hyenabrown': '0.0001', 'hyenaspotted': '0.0111', 'hyenastriped': '0.0003', 'impala': '0.0011', 'insectspider': '0.0012', 'jackal': '0.0019', 'koribustard': '0.0057', 'kudu': '0.0001', 'leopard': '0.0005', 'lionfemale': '0.0226', 'lionmale': '0.0083', 'mongoose': '0.0024', 'monkeysamango': '0.0002', 'nyala': '0.0001', 'ostrich': '0.0070', 'otherbird': '0.0182', 'porcupine': '0.0004', 'reedbuck': '0.0015', 'reptiles': '0.0004', 'rhinoceros': '0.0007', 'rodents': '0.0002', 'sable': '0.0002', 'secretarybird': '0.0012', 'serval': '0.0007', 'steenbok': '0.0001', 'topi': '0.0046', 'vervetmonkey': '0.0004', 'vulture': '0.0006', 'warthog': '0.0231', 'waterbuck': '0.0001', 'wildcat': '0.0002', 'wilddog': '0.0001', 'wildebeest': '0.2243', 'zebra': '0.3519', 'zorilla': '0.0001'}","16629","cheetah"
"ASG00066hs","count","1","0.5874","{'1': '0.5874', '10': '0.0102', '11-50': '0.0471', '2': '0.1376', '3': '0.0786', '4': '0.0433', '5': '0.0328', '51+': '0.0005', '6': '0.0276', '7': '0.0156', '8': '0.0115', '9': '0.0078'}","16629","cheetah"
"ASG00066hs","standing","0","0.6850","{'0': '0.6850', '1': '0.3150'}","16629","cheetah"
"ASG00066hs","resting","0","0.9862","{'0': '0.9862', '1': '0.0138'}","16629","cheetah"
"ASG00066hs","moving","1","0.7247","{'0': '0.2753', '1': '0.7247'}","16629","cheetah"
"ASG00066hs","eating","0","0.8057","{'0': '0.8057', '1': '0.1943'}","16629","cheetah"
"ASG00066hs","interacting","0","0.9985","{'0': '0.9985', '1': '0.0015'}","16629","cheetah"
"ASG00066hs","babies","0","0.9951","{'0': '0.9951', '1': '0.0049'}","16629","cheetah"
"ASG00066gv","species","cheetah","0.8025","{'aardvark': '0.0000', 'aardwolf': '0.0005', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0001', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0003', 'cattle': '0.0000', 'cheetah': '0.8025', 'civet': '0.0001', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0002', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0626', 'hyenastriped': '0.0026', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0009', 'koribustard': '0.0012', 'kudu': '0.0000', 'leopard': '0.0252', 'lionfemale': '0.0026', 'lionmale': '0.0004', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0007', 'porcupine': '0.0002', 'reedbuck': '0.0001', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0983', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0008', 'waterbuck': '0.0000', 'wildcat': '0.0001', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0001', 'zorilla': '0.0000'}","16630","cheetah"
"ASG00066gv","count","1","0.9937","{'1': '0.9937', '10': '0.0000', '11-50': '0.0000', '2': '0.0062', '3': '0.0002', '4': '0.0000', '5': '0.0000', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","16630","cheetah"
"ASG00066gv","standing","1","0.5132","{'0': '0.4868', '1': '0.5132'}","16630","cheetah"
"ASG00066gv","resting","0","0.9725","{'0': '0.9725', '1': '0.0275'}","16630","cheetah"
"ASG00066gv","moving","0","0.6000","{'0': '0.6000', '1': '0.4000'}","16630","cheetah"
"ASG00066gv","eating","0","0.9974","{'0': '0.9974', '1': '0.0026'}","16630","cheetah"
"ASG00066gv","interacting","0","0.9993","{'0': '0.9993', '1': '0.0007'}","16630","cheetah"
"ASG00066gv","babies","0","0.9989","{'0': '0.9989', '1': '0.0011'}","16630","cheetah"
"ASG00055st","species","hyenaspotted","0.3444","{'aardvark': '0.0024', 'aardwolf': '0.0036', 'baboon': '0.0005', 'bat': '0.0000', 'batearedfox': '0.0042', 'buffalo': '0.0005', 'bushbuck': '0.0001', 'bushpig': '0.0002', 'caracal': '0.0025', 'cattle': '0.0002', 'cheetah': '0.0405', 'civet': '0.0010', 'dikdik': '0.0003', 'duiker': '0.0003', 'eland': '0.0078', 'elephant': '0.0007', 'fire': '0.0000', 'gazellegrants': '0.0031', 'gazellethomsons': '0.0053', 'genet': '0.0009', 'giraffe': '0.0006', 'guineafowl': '0.0003', 'hare': '0.0002', 'hartebeest': '0.0013', 'hippopotamus': '0.0003', 'honeybadger': '0.0025', 'human': '0.0003', 'hyenabrown': '0.0000', 'hyenaspotted': '0.3444', 'hyenastriped': '0.0075', 'impala': '0.0002', 'insectspider': '0.0000', 'jackal': '0.0229', 'koribustard': '0.0012', 'kudu': '0.0000', 'leopard': '0.0207', 'lionfemale': '0.2770', 'lionmale': '0.0205', 'mongoose': '0.0057', 'monkeysamango': '0.0001', 'nyala': '0.0000', 'ostrich': '0.0003', 'otherbird': '0.0102', 'porcupine': '0.0013', 'reedbuck': '0.0015', 'reptiles': '0.0005', 'rhinoceros': '0.0003', 'rodents': '0.0009', 'sable': '0.0000', 'secretarybird': '0.0004', 'serval': '0.0117', 'steenbok': '0.0001', 'topi': '0.0002', 'vervetmonkey': '0.0008', 'vulture': '0.0005', 'warthog': '0.1792', 'waterbuck': '0.0002', 'wildcat': '0.0009', 'wilddog': '0.0000', 'wildebeest': '0.0013', 'zebra': '0.0093', 'zorilla': '0.0005'}","16631","cheetah"
"ASG00055st","count","1","0.7165","{'1': '0.7165', '10': '0.0004', '11-50': '0.0004', '2': '0.1305', '3': '0.0864', '4': '0.0338', '5': '0.0191', '51+': '0.0000', '6': '0.0068', '7': '0.0038', '8': '0.0017', '9': '0.0006'}","16631","cheetah"
"ASG00055st","standing","0","0.9426","{'0': '0.9426', '1': '0.0574'}","16631","cheetah"
"ASG00055st","resting","0","0.9845","{'0': '0.9845', '1': '0.0155'}","16631","cheetah"
"ASG00055st","moving","1","0.8629","{'0': '0.1371', '1': '0.8629'}","16631","cheetah"
"ASG00055st","eating","0","0.8378","{'0': '0.8378', '1': '0.1622'}","16631","cheetah"
"ASG00055st","interacting","0","0.9980","{'0': '0.9980', '1': '0.0020'}","16631","cheetah"
"ASG00055st","babies","0","0.9966","{'0': '0.9966', '1': '0.0034'}","16631","cheetah"
"ASG0006a0b","species","cheetah","0.2752","{'aardvark': '0.0003', 'aardwolf': '0.0003', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0009', 'buffalo': '0.0049', 'bushbuck': '0.0001', 'bushpig': '0.0000', 'caracal': '0.0008', 'cattle': '0.0001', 'cheetah': '0.2752', 'civet': '0.0003', 'dikdik': '0.0002', 'duiker': '0.0000', 'eland': '0.0102', 'elephant': '0.0250', 'fire': '0.0000', 'gazellegrants': '0.0024', 'gazellethomsons': '0.0018', 'genet': '0.0005', 'giraffe': '0.0031', 'guineafowl': '0.1568', 'hare': '0.0006', 'hartebeest': '0.0205', 'hippopotamus': '0.0002', 'honeybadger': '0.0012', 'human': '0.0089', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0109', 'hyenastriped': '0.0007', 'impala': '0.0000', 'insectspider': '0.0030', 'jackal': '0.0274', 'koribustard': '0.0303', 'kudu': '0.0000', 'leopard': '0.0192', 'lionfemale': '0.0960', 'lionmale': '0.0550', 'mongoose': '0.0068', 'monkeysamango': '0.0001', 'nyala': '0.0000', 'ostrich': '0.0027', 'otherbird': '0.0712', 'porcupine': '0.0035', 'reedbuck': '0.0022', 'reptiles': '0.0037', 'rhinoceros': '0.0006', 'rodents': '0.0006', 'sable': '0.0000', 'secretarybird': '0.0045', 'serval': '0.1181', 'steenbok': '0.0001', 'topi': '0.0003', 'vervetmonkey': '0.0001', 'vulture': '0.0014', 'warthog': '0.0097', 'waterbuck': '0.0000', 'wildcat': '0.0007', 'wilddog': '0.0000', 'wildebeest': '0.0020', 'zebra': '0.0142', 'zorilla': '0.0005'}","16632","cheetah"
"ASG0006a0b","count","1","0.9006","{'1': '0.9006', '10': '0.0000', '11-50': '0.0000', '2': '0.0788', '3': '0.0170', '4': '0.0024', '5': '0.0008', '51+': '0.0000', '6': '0.0002', '7': '0.0001', '8': '0.0001', '9': '0.0000'}","16632","cheetah"
"ASG0006a0b","standing","0","0.8140","{'0': '0.8140', '1': '0.1860'}","16632","cheetah"
"ASG0006a0b","resting","0","0.8377","{'0': '0.8377', '1': '0.1623'}","16632","cheetah"
"ASG0006a0b","moving","1","0.5838","{'0': '0.4162', '1': '0.5838'}","16632","cheetah"
"ASG0006a0b","eating","0","0.9610","{'0': '0.9610', '1': '0.0390'}","16632","cheetah"
"ASG0006a0b","interacting","0","0.9943","{'0': '0.9943', '1': '0.0057'}","16632","cheetah"
"ASG0006a0b","babies","0","0.9935","{'0': '0.9935', '1': '0.0065'}","16632","cheetah"
"ASG0004vv6","species","cheetah","0.4610","{'aardvark': '0.0002', 'aardwolf': '0.0023', 'baboon': '0.0042', 'bat': '0.0000', 'batearedfox': '0.0007', 'buffalo': '0.0002', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0020', 'cattle': '0.0000', 'cheetah': '0.4610', 'civet': '0.0002', 'dikdik': '0.0010', 'duiker': '0.0001', 'eland': '0.0000', 'elephant': '0.0002', 'fire': '0.0000', 'gazellegrants': '0.0010', 'gazellethomsons': '0.0059', 'genet': '0.0001', 'giraffe': '0.0002', 'guineafowl': '0.0008', 'hare': '0.0001', 'hartebeest': '0.0001', 'hippopotamus': '0.0000', 'honeybadger': '0.0007', 'human': '0.0001', 'hyenabrown': '0.0000', 'hyenaspotted': '0.2969', 'hyenastriped': '0.0037', 'impala': '0.0001', 'insectspider': '0.0001', 'jackal': '0.0191', 'koribustard': '0.0020', 'kudu': '0.0000', 'leopard': '0.0165', 'lionfemale': '0.0924', 'lionmale': '0.0107', 'mongoose': '0.0023', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0055', 'porcupine': '0.0002', 'reedbuck': '0.0006', 'reptiles': '0.0010', 'rhinoceros': '0.0001', 'rodents': '0.0002', 'sable': '0.0000', 'secretarybird': '0.0003', 'serval': '0.0343', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0015', 'vulture': '0.0005', 'warthog': '0.0281', 'waterbuck': '0.0001', 'wildcat': '0.0003', 'wilddog': '0.0000', 'wildebeest': '0.0014', 'zebra': '0.0006', 'zorilla': '0.0001'}","16633","cheetah"
"ASG0004vv6","count","1","0.7919","{'1': '0.7919', '10': '0.0000', '11-50': '0.0000', '2': '0.1872', '3': '0.0172', '4': '0.0027', '5': '0.0006', '51+': '0.0000', '6': '0.0003', '7': '0.0001', '8': '0.0001', '9': '0.0000'}","16633","cheetah"
"ASG0004vv6","standing","0","0.8813","{'0': '0.8813', '1': '0.1187'}","16633","cheetah"
"ASG0004vv6","resting","1","0.7514","{'0': '0.2486', '1': '0.7514'}","16633","cheetah"
"ASG0004vv6","moving","0","0.6453","{'0': '0.6453', '1': '0.3547'}","16633","cheetah"
"ASG0004vv6","eating","0","0.9734","{'0': '0.9734', '1': '0.0266'}","16633","cheetah"
"ASG0004vv6","interacting","0","0.9975","{'0': '0.9975', '1': '0.0025'}","16633","cheetah"
"ASG0004vv6","babies","0","0.9839","{'0': '0.9839', '1': '0.0161'}","16633","cheetah"
"ASG0006jmc","species","cheetah","0.5641","{'aardvark': '0.0000', 'aardwolf': '0.0001', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.5641', 'civet': '0.0001', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0001', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0000', 'hyenastriped': '0.0001', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0003', 'koribustard': '0.0003', 'kudu': '0.0000', 'leopard': '0.1958', 'lionfemale': '0.0000', 'lionmale': '0.0000', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0001', 'porcupine': '0.0007', 'reedbuck': '0.0000', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.2377', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0000', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0005', 'zorilla': '0.0000'}","16634","cheetah"
"ASG0006jmc","count","1","0.9896","{'1': '0.9896', '10': '0.0000', '11-50': '0.0000', '2': '0.0101', '3': '0.0003', '4': '0.0000', '5': '0.0000', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","16634","cheetah"
"ASG0006jmc","standing","0","0.8320","{'0': '0.8320', '1': '0.1680'}","16634","cheetah"
"ASG0006jmc","resting","0","0.9516","{'0': '0.9516', '1': '0.0484'}","16634","cheetah"
"ASG0006jmc","moving","1","0.7236","{'0': '0.2764', '1': '0.7236'}","16634","cheetah"
"ASG0006jmc","eating","0","0.9976","{'0': '0.9976', '1': '0.0024'}","16634","cheetah"
"ASG0006jmc","interacting","0","0.9997","{'0': '0.9997', '1': '0.0003'}","16634","cheetah"
"ASG0006jmc","babies","0","0.9965","{'0': '0.9965', '1': '0.0035'}","16634","cheetah"
"ASG0007jzm","species","serval","0.1855","{'aardvark': '0.0015', 'aardwolf': '0.0066', 'baboon': '0.0001', 'bat': '0.0000', 'batearedfox': '0.0024', 'buffalo': '0.0002', 'bushbuck': '0.0007', 'bushpig': '0.0001', 'caracal': '0.0068', 'cattle': '0.0002', 'cheetah': '0.1767', 'civet': '0.0018', 'dikdik': '0.0025', 'duiker': '0.0017', 'eland': '0.0009', 'elephant': '0.0069', 'fire': '0.0000', 'gazellegrants': '0.0163', 'gazellethomsons': '0.1229', 'genet': '0.0018', 'giraffe': '0.0001', 'guineafowl': '0.0001', 'hare': '0.0007', 'hartebeest': '0.0001', 'hippopotamus': '0.0000', 'honeybadger': '0.0034', 'human': '0.0031', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0797', 'hyenastriped': '0.0145', 'impala': '0.0018', 'insectspider': '0.0003', 'jackal': '0.0491', 'koribustard': '0.0372', 'kudu': '0.0004', 'leopard': '0.0524', 'lionfemale': '0.0716', 'lionmale': '0.0018', 'mongoose': '0.0007', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0008', 'otherbird': '0.0700', 'porcupine': '0.0012', 'reedbuck': '0.0128', 'reptiles': '0.0020', 'rhinoceros': '0.0009', 'rodents': '0.0021', 'sable': '0.0001', 'secretarybird': '0.0098', 'serval': '0.1855', 'steenbok': '0.0001', 'topi': '0.0001', 'vervetmonkey': '0.0005', 'vulture': '0.0014', 'warthog': '0.0289', 'waterbuck': '0.0023', 'wildcat': '0.0018', 'wilddog': '0.0000', 'wildebeest': '0.0022', 'zebra': '0.0090', 'zorilla': '0.0015'}","16635","cheetah"
"ASG0007jzm","count","1","0.8065","{'1': '0.8065', '10': '0.0000', '11-50': '0.0000', '2': '0.1825', '3': '0.0098', '4': '0.0010', '5': '0.0001', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","16635","cheetah"
"ASG0007jzm","standing","1","0.5331","{'0': '0.4669', '1': '0.5331'}","16635","cheetah"
"ASG0007jzm","resting","0","0.9960","{'0': '0.9960', '1': '0.0040'}","16635","cheetah"
"ASG0007jzm","moving","1","0.6458","{'0': '0.3542', '1': '0.6458'}","16635","cheetah"
"ASG0007jzm","eating","0","0.9542","{'0': '0.9542', '1': '0.0458'}","16635","cheetah"
"ASG0007jzm","interacting","0","0.9991","{'0': '0.9991', '1': '0.0009'}","16635","cheetah"
"ASG0007jzm","babies","0","0.9941","{'0': '0.9941', '1': '0.0059'}","16635","cheetah"
